ACC_TIME	ACC_X	ACC_Y	ACC_Z	GYRO_X	GYRO_Y	GYRO_Z
1700000058710	1869	-2200	-170	-22	-55	9
1700000058720	1867	-2232	-145	-71	-42	-37
1700000058730	1861	-2179	-127	-50	-57	25
1700000058740	1906	-2238	-130	-125	-72	11
1700000058750	1852	-2197	-156	-67	-54	-33
1700000058760	1882	-2226	-84	-115	-41	27
1700000058770	1873	-2206	-147	-76	-88	-18
1700000058780	1849	-2194	-100	-99	-82	6
1700000058790	1872	-2214	-192	-75	-29	-10
1700000058800	1924	-2232	-115	-102	-126	17
1700000058810	1886	-2214	-135	-105	-72	-20
1700000058820	1896	-2210	-119	-76	-27	-5
1700000058830	1888	-2241	-156	-72	-8	-25
1700000058840	1925	-2147	-127	-71	-72	-12
1700000058850	1894	-2194	-134	-50	-71	-7
1700000058860	1849	-2212	-133	-96	-64	-24
1700000058870	1905	-2194	-149	-32	-61	5
1700000058880	1855	-2199	-141	-60	-78	58
1700000058890	1903	-2173	-123	-93	-51	12
1700000058900	1910	-2206	-151	-111	-85	-4
1700000058910	1850	-2257	-157	-107	-69	-20
1700000058920	1866	-2172	-147	-61	-53	16
1700000058930	1848	-2200	-148	-85	-56	-2
1700000058940	1881	-2173	-124	-92	-27	-6
1700000058950	1876	-2220	-164	-91	-28	0
1700000058960	1867	-2210	-125	-84	-55	-24
1700000058970	1863	-2185	-133	-75	-51	38
1700000058980	1880	-2216	-147	-140	-51	29
1700000058990	1856	-2176	-130	-75	-11	3
1700000059000	1851	-2192	-162	-122	-76	-10
1700000059010	1842	-2181	-123	-83	-88	-30
1700000059020	1888	-2173	-161	-80	-56	-10
1700000059030	1871	-2206	-111	-76	-55	12
1700000059040	1854	-2209	-160	-90	-43	29
1700000059050	1824	-2176	-126	-88	-47	-4
1700000059060	1891	-2173	-128	-77	-112	-1
1700000059070	1889	-2177	-143	-119	-100	31
1700000059080	1888	-2179	-155	-118	-48	36
1700000059090	1881	-2157	-127	-74	-69	7
1700000059100	1858	-2204	-96	-53	-55	10
1700000059110	1880	-2209	-105	-64	-42	17
1700000059120	1875	-2167	-164	-109	-58	35
1700000059130	1886	-2158	-130	-100	-80	3
1700000059140	1915	-2175	-174	-66	-86	-1
1700000059150	1888	-2256	-139	-119	-42	-16
1700000059160	1857	-2191	-151	-114	-67	24
1700000059170	1853	-2164	-67	-53	-84	39
1700000059180	1836	-2195	-127	-53	-42	22
1700000059190	1830	-2222	-133	-71	-78	-5
1700000059200	1879	-2197	-120	-131	-74	-3
1700000059210	1876	-2199	-152	-51	-94	0
1700000059220	1895	-2179	-98	-93	-31	32
1700000059230	1830	-2190	-112	-62	-79	-24
1700000059240	1865	-2219	-125	-97	-2	4
1700000059250	1910	-2155	-170	-88	-64	43
1700000059260	1859	-2221	-91	-88	-96	17
1700000059270	1892	-2221	-117	-89	-46	5
1700000059280	1873	-2184	-126	-54	-59	1
1700000059290	1913	-2183	-140	-103	-75	34
1700000059300	1896	-2209	-133	-104	-60	22
1700000059310	1893	-2187	-109	-95	-62	-17
1700000059320	1892	-2187	-120	-87	-92	8
1700000059330	1872	-2170	-122	-70	-21	-9
1700000059340	1908	-2170	-88	-85	-63	4
1700000059350	1853	-2183	-164	-94	-43	-6
1700000059360	1850	-2166	-106	-79	-68	5
1700000059370	1885	-2158	-155	-60	-91	19
1700000059380	1908	-2147	-128	-100	-59	35
1700000059390	1890	-2182	-168	-122	-90	16
1700000059400	1907	-2206	-113	-84	-62	58
1700000059410	1897	-2203	-116	-82	-63	3
1700000059420	1862	-2207	-84	-95	-73	8
1700000059430	1924	-2187	-130	-64	-23	-9
1700000059440	1844	-2177	-132	-103	-32	12
1700000059450	1898	-2232	-143	-70	-65	-47
1700000059460	1883	-2199	-108	-93	-86	13
1700000059470	1881	-2156	-132	-94	-60	15
1700000059480	1909	-2199	-106	-119	-52	19
1700000059490	1875	-2202	-121	-93	-78	6
1700000059500	1911	-2180	-102	-109	-73	1
1700000059510	1864	-2161	-101	-59	-65	36
1700000059520	1864	-2203	-129	-56	-54	1
1700000059530	1904	-2148	-159	-87	-76	3
1700000059540	1892	-2179	-97	-106	-67	-2
1700000059550	1897	-2170	-100	-79	-90	8
1700000059560	1866	-2208	-135	-44	-46	-13
1700000059570	1910	-2182	-109	-69	-48	23
1700000059580	1882	-2167	-117	-79	-50	-18
1700000059590	1867	-2216	-125	-103	-89	9
1700000059600	1854	-2212	-121	-115	-73	1
1700000059610	1913	-2165	-106	-89	-58	-27
1700000059620	1906	-2148	-105	-96	-66	22
1700000059630	1924	-2187	-117	-125	-62	28
1700000059640	1906	-2146	-134	-83	-52	17
1700000059650	1899	-2205	-116	-61	-84	35
1700000059660	1900	-2170	-147	-76	-79	3
1700000059670	1899	-2186	-127	-79	-62	6
1700000059680	1904	-2203	-101	-113	-46	42
1700000059690	1901	-2220	-135	-60	-13	6
1700000059700	1920	-2181	-115	-83	-68	-12
1700000059710	1904	-2119	-98	-107	-87	28
1700000059720	1893	-2152	-114	-120	-94	-13
1700000059730	1884	-2177	-119	-94	-88	1
1700000059740	1926	-2167	-134	-118	-48	-5
1700000059750	1902	-2149	-79	-72	-69	3
1700000059760	1865	-2194	-129	-100	-27	85
1700000059770	1897	-2178	-92	-107	-94	31
1700000059780	1884	-2230	-53	-27	-78	48
1700000059790	1899	-2183	-86	-83	-105	25
1700000059800	1903	-2170	-95	-111	-87	17
1700000059810	1886	-2179	-138	-62	-110	0
1700000059820	1924	-2214	-100	-56	-86	34
1700000059830	1917	-2197	-126	-135	-66	17
1700000059840	1887	-2161	-138	-117	-106	22
1700000059850	1890	-2190	-107	-80	-39	39
1700000059860	1904	-2185	-140	-124	-79	26
1700000059870	1943	-2212	-100	-85	-69	-1
1700000059880	1908	-2178	-70	-134	-40	2
1700000059890	1903	-2174	-86	-74	-39	-5
1700000059900	1893	-2227	-102	-95	-68	6
1700000059910	1940	-2208	-91	-95	-83	21
1700000059920	1921	-2180	-105	-73	-66	1
1700000059930	1930	-2176	-78	-95	-54	13
1700000059940	1901	-2209	-126	-97	-71	-12
1700000059950	1931	-2221	-89	-91	-74	2
1700000059960	1914	-2203	-50	-108	-42	-18
1700000059970	1936	-2192	-71	-77	-86	20
1700000059980	1906	-2179	-114	-69	-74	6
1700000059990	1916	-2204	-114	-143	-64	-8
1700000060000	1928	-2187	-110	-101	-56	27
1700000060010	1896	-2194	-107	-104	-36	-19
1700000060020	1935	-2197	-86	-77	-41	7
1700000060030	1912	-2226	-128	-66	-59	28
1700000060040	1982	-2188	-85	-105	-42	3
1700000060050	1904	-2188	-116	-135	-28	-2
1700000060060	1900	-2135	-84	-112	-102	-18
1700000060070	1926	-2171	-83	-64	-95	0
1700000060080	1941	-2186	-38	-137	-80	30
1700000060090	1901	-2221	-93	-103	-13	42
1700000060100	1912	-2163	-63	-92	-70	26
1700000060110	1901	-2167	-83	-79	-84	-47
1700000060120	1916	-2151	-91	-84	-49	5
1700000060130	1941	-2190	-128	-97	-82	12
1700000060140	1933	-2193	-62	-87	-98	4
1700000060150	1936	-2140	-108	-83	-79	32
1700000060160	1957	-2212	-81	-73	-64	-17
1700000060170	1902	-2218	-98	-80	-62	-4
1700000060180	1923	-2223	-106	-107	-56	32
1700000060190	1926	-2165	-111	-89	-51	3
1700000060200	1924	-2159	-72	-50	-103	56
1700000060210	1918	-2152	-101	-94	-71	-39
1700000060220	1930	-2195	-68	-77	-76	27
1700000060230	1912	-2160	-99	-55	-67	-16
1700000060240	1926	-2168	-78	-129	-77	13
1700000060250	1922	-2225	-82	-104	-68	3
1700000060260	1939	-2136	-56	-97	-26	22
1700000060270	1957	-2198	-119	-89	-82	34
1700000060280	1949	-2186	-91	-90	-73	21
1700000060290	1956	-2168	-85	-58	-104	-8
1700000060300	1954	-2203	-88	-52	-74	16
1700000060310	1901	-2186	-81	-101	-67	16
1700000060320	1892	-2234	-69	-90	-72	39
1700000060330	1922	-2144	-92	-74	-56	14
1700000060340	1888	-2207	-61	-31	-111	2
1700000060350	1930	-2217	-111	-74	-82	33
1700000060360	1937	-2197	-62	-69	-64	22
1700000060370	1926	-2190	-72	-97	-74	17
1700000060380	1933	-2160	-57	-57	-98	3
1700000060390	1937	-2183	-52	-94	-69	7
1700000060400	1938	-2181	-44	-69	-73	11
1700000060410	1962	-2185	-113	-97	-37	9
1700000060420	1972	-2178	-83	-75	-34	-9
1700000060430	1905	-2157	-59	-108	-74	10
1700000060440	1906	-2227	-125	-87	-57	16
1700000060450	1909	-2216	-61	-113	-61	37
1700000060460	1957	-2221	-102	-83	-82	33
1700000060470	1955	-2162	-76	-77	-23	3
1700000060480	1952	-2190	-80	-74	-60	28
1700000060490	1938	-2168	-67	-71	-64	12
1700000060500	1951	-2138	-89	-72	-95	17
1700000060510	1915	-2203	-76	-100	-61	42
1700000060520	1973	-2181	-66	-83	-48	-7
1700000060530	1917	-2187	-79	-75	-79	2
1700000060540	1944	-2201	-51	-60	-37	15
1700000060550	1975	-2202	-77	-77	-32	32
1700000060560	1943	-2250	-66	-106	-89	22
1700000060570	1932	-2174	-88	-66	-59	15
1700000060580	1938	-2223	-65	-69	-62	24
1700000060590	1911	-2210	-120	-103	-70	-21
1700000060600	1927	-2187	-67	-52	-55	12
1700000060610	1936	-2182	-75	-78	-92	15
1700000060620	1912	-2189	-65	-85	-75	-11
1700000060630	1975	-2168	-92	-66	-15	6
1700000060640	1941	-2186	-61	-93	-35	1
1700000060650	1941	-2191	-52	-64	-46	0
1700000060660	1967	-2145	-65	-112	-80	-3
1700000060670	1956	-2187	-64	-120	-78	18
1700000060680	1958	-2226	-42	-66	-97	-15
1700000060690	1939	-2224	-48	-91	-76	59
1700000060700	1961	-2229	-54	-112	-45	8
1700000060710	1952	-2215	-64	-57	-74	1
1700000060720	1956	-2187	-111	-66	-49	8
1700000060730	1959	-2204	-93	-85	-44	16
1700000060740	1924	-2219	-78	-85	-41	40
1700000060750	1954	-2176	-52	-60	-56	32
1700000060760	1981	-2204	-90	-97	-52	28
1700000060770	1973	-2234	-76	-92	-74	36
1700000060780	1952	-2175	-90	-54	-50	26
1700000060790	1966	-2133	-63	-63	-20	21
1700000060800	1960	-2200	-63	-53	-53	6
1700000060810	1992	-2200	-44	-97	-92	26
1700000060820	1974	-2148	-26	-89	-33	-4
1700000060830	1947	-2199	-48	-114	-97	31
1700000060840	1949	-2207	-55	-67	-36	5
1700000060850	1980	-2213	-38	-63	-66	23
1700000060860	1946	-2202	-21	-82	-96	18
1700000060870	1984	-2214	-51	-65	-63	20
1700000060880	1974	-2182	-90	-29	-88	22
1700000060890	1955	-2182	-67	-82	-17	21
1700000060900	1936	-2207	-67	-83	-95	7
1700000060910	1975	-2208	-65	-96	-51	-3
1700000060920	1969	-2250	-94	-85	-12	32
1700000060930	1969	-2175	-88	-115	-99	14
1700000060940	1959	-2205	-101	-73	-46	-8
1700000060950	1955	-2209	-68	-46	-49	7
1700000060960	1976	-2198	4	-88	-35	51
1700000060970	1943	-2228	-4	-93	-86	14
1700000060980	1945	-2186	-16	-75	-58	-13
1700000060990	1936	-2198	-67	-67	-66	32
1700000061000	1945	-2165	-40	-106	-65	10
1700000061010	1927	-2193	-36	-62	-28	5
1700000061020	1945	-2224	-43	-45	-114	13
1700000061030	2001	-2217	-73	-94	-113	29
1700000061040	1946	-2223	-11	-115	-43	0
1700000061050	1969	-2208	-44	-94	-69	38
1700000061060	1947	-2247	-103	-79	-107	15
1700000061070	1932	-2185	-60	-93	-72	26
1700000061080	1930	-2200	-56	-34	-86	-7
1700000061090	1977	-2238	-56	-84	-15	20
1700000061100	1965	-2188	-13	-67	-94	39
1700000061110	1965	-2216	-80	-65	-58	7
1700000061120	1965	-2242	-71	-55	-76	-16
1700000061130	1953	-2211	-28	-74	-15	3
1700000061140	1945	-2205	-43	-49	-59	-2
1700000061150	1951	-2214	-52	-68	-71	8
1700000061160	1898	-2198	-102	-74	-44	12
1700000061170	1944	-2186	-45	-87	-46	20
1700000061180	1966	-2224	-43	-60	-103	18
1700000061190	1925	-2203	-30	-85	-102	1
1700000061200	1930	-2187	-50	-46	-67	2
1700000061210	1954	-2240	-30	-88	-26	-3
1700000061220	1943	-2238	-34	-101	-85	-4
1700000061230	1956	-2225	-15	-70	-55	-26
1700000061240	1951	-2225	-53	-87	-68	33
1700000061250	1947	-2219	-65	-74	-67	22
1700000061260	1925	-2208	-45	-57	-62	-27
1700000061270	1945	-2221	-53	-75	-67	14
1700000061280	1968	-2226	-73	-55	-20	21
1700000061290	1972	-2246	-42	-60	-56	-10
1700000061300	1962	-2218	-3	-55	-72	13
1700000061310	1996	-2186	-31	-45	-41	-11
1700000061320	1962	-2224	-54	-90	-73	42
1700000061330	1944	-2236	-15	-65	-123	33
1700000061340	1967	-2226	-24	-48	-91	24
1700000061350	1943	-2224	-67	-115	-54	-22
1700000061360	1985	-2238	-62	-72	-55	6
1700000061370	1921	-2231	-70	-46	-40	-45
1700000061380	1920	-2222	-31	-88	-63	-10
1700000061390	1969	-2220	-23	-120	-84	4
1700000061400	1932	-2211	-41	-50	-100	12
1700000061410	1963	-2219	-50	-60	-107	24
1700000061420	1944	-2217	-80	-53	-50	18
1700000061430	1930	-2231	-41	-82	-60	11
1700000061440	1979	-2246	-77	-66	-56	50
1700000061450	1992	-2244	-63	-56	-83	12
1700000061460	1984	-2189	-34	-52	-57	-7
1700000061470	1994	-2228	-25	-81	-76	14
1700000061480	1997	-2235	-73	-57	-49	9
1700000061490	1954	-2248	-49	-58	-51	33
1700000061500	1972	-2246	-43	-89	-58	-23
1700000061510	1934	-2218	-53	-59	3	-4
1700000061520	1916	-2228	-50	-81	-68	8
1700000061530	1984	-2185	-52	-30	-54	49
1700000061540	1963	-2235	-56	-59	-67	-10
1700000061550	1971	-2249	-35	-86	-49	4
1700000061560	1929	-2205	-111	-51	-51	22
1700000061570	1891	-2199	-43	-111	-51	20
1700000061580	1938	-2232	-99	-70	-64	-20
1700000061590	1950	-2242	5	-90	-69	24
1700000061600	1956	-2220	-59	-74	-37	33
1700000061610	1920	-2215	-64	-63	-77	-16
1700000061620	1979	-2201	-30	-65	-37	7
1700000061630	1922	-2228	-110	-68	-42	33
1700000061640	1970	-2276	-62	-39	-26	21
1700000061650	1989	-2259	-64	-71	-64	10
1700000061660	1965	-2237	-65	-40	-86	-44
1700000061670	1962	-2228	-68	-87	-63	23
1700000061680	1954	-2207	-34	-27	-59	-20
1700000061690	1984	-2238	33	-48	-22	0
1700000061700	1989	-2230	-54	-74	-44	60
1700000061710	1964	-2228	-63	-33	-65	4
1700000061720	1951	-2225	-59	-47	-75	-8
1700000061730	1911	-2241	-61	-72	-23	-22
1700000061740	1964	-2240	-50	-13	-37	6
1700000061750	1961	-2270	-41	-60	-59	19
1700000061760	1919	-2185	-22	-58	-47	25
1700000061770	1952	-2231	-53	-63	-43	0
1700000061780	1978	-2230	-47	-86	-45	28
1700000061790	1931	-2251	-33	-37	-53	-30
1700000061800	1973	-2214	-51	-78	-53	3
1700000061810	1913	-2226	-53	-47	-56	67
1700000061820	1955	-2267	-54	-47	-50	19
1700000061830	1969	-2264	-45	-65	-38	46
1700000061840	1951	-2244	-19	-87	-6	-22
1700000061850	1968	-2217	-63	-60	-39	-15
1700000061860	1942	-2256	-45	-32	-71	-12
1700000061870	1904	-2234	-15	-28	-67	2
1700000061880	1949	-2266	-44	-55	-44	10
1700000061890	1929	-2242	-31	-61	-40	44
1700000061900	1919	-2228	-13	-84	-64	7
1700000061910	1925	-2234	-29	-26	-63	5
1700000061920	1945	-2240	-29	-57	-93	23
1700000061930	1981	-2259	-34	-32	-57	32
1700000061940	1947	-2257	-29	-36	-60	-12
1700000061950	1921	-2245	-71	-25	-30	-20
1700000061960	1901	-2226	-19	-52	-82	22
1700000061970	1946	-2240	-26	-66	-39	42
1700000061980	1953	-2273	-59	-49	-64	40
1700000061990	1916	-2250	-10	-34	-43	-30
1700000062000	1940	-2236	-23	-84	-87	7
1700000062010	1978	-2228	25	-44	-80	-34
1700000062020	1916	-2234	-46	-60	-36	13
1700000062030	1966	-2255	-12	-9	-56	46
1700000062040	1955	-2273	-21	-79	-107	-9
1700000062050	1933	-2248	-43	-26	-52	-39
1700000062060	1935	-2217	-18	-28	-57	-23
1700000062070	1952	-2238	-12	8	-55	24
1700000062080	1948	-2201	-51	-44	-63	9
1700000062090	1928	-2241	-60	-48	-98	26
1700000062100	1959	-2244	-40	-100	-67	-9
1700000062110	1944	-2220	-40	-52	-20	-14
1700000062120	1979	-2226	-43	-62	-52	19
1700000062130	1954	-2240	-43	-50	-78	-5
1700000062140	1902	-2226	-3	-32	-77	-10
1700000062150	1919	-2236	-4	-49	-30	19
1700000062160	1963	-2214	-33	-11	-60	-2
1700000062170	1887	-2238	-25	-49	-36	-39
1700000062180	1927	-2235	-44	-59	-42	-14
1700000062190	1931	-2250	-59	-44	-41	7
1700000062200	1933	-2212	-45	-65	-72	-8
1700000062210	1920	-2241	-21	-56	-56	-1
1700000062220	1910	-2228	-47	-44	-75	-11
1700000062230	1949	-2252	-56	13	-58	-16
1700000062240	1865	-2261	-23	-7	-36	-6
1700000062250	1893	-2260	-51	-55	-31	-4
1700000062260	1931	-2266	-52	-45	-82	5
1700000062270	1921	-2237	-24	-70	-83	-7
1700000062280	1934	-2235	-2	-67	-34	27
1700000062290	1941	-2238	-29	-6	-44	-27
1700000062300	1877	-2245	-25	-60	-83	-35
1700000062310	1899	-2244	-30	-54	-44	12
1700000062320	1948	-2244	-77	-79	-70	11
1700000062330	1925	-2319	-49	-39	-86	-7
1700000062340	1957	-2264	-59	-31	-77	-22
1700000062350	1921	-2260	-22	-57	-56	-16
1700000062360	1908	-2282	-88	-27	-66	17
1700000062370	1919	-2252	-59	-84	-66	-3
1700000062380	1914	-2272	-53	-84	-49	2
1700000062390	1945	-2276	-28	-63	-39	16
1700000062400	1919	-2236	-56	-28	-55	9
1700000062410	1917	-2224	-17	-23	-69	-22
1700000062420	1925	-2260	-32	-51	-53	9
1700000062430	1917	-2264	-30	-43	-67	-37
1700000062440	1933	-2283	-50	-45	-55	-43
1700000062450	1915	-2251	-74	-17	-35	-18
1700000062460	1923	-2246	-65	-21	-44	16
1700000062470	1915	-2288	-71	-88	-63	-23
1700000062480	1891	-2239	-25	-100	-47	-14
1700000062490	1948	-2253	-11	-74	-49	-23
1700000062500	1905	-2273	-48	-42	-48	-1
1700000062510	1890	-2244	-49	-41	-60	21
1700000062520	1925	-2294	-19	-34	-83	15
1700000062530	1944	-2281	-40	-49	-46	-1
1700000062540	1947	-2275	-26	-45	-55	-4
1700000062550	1935	-2251	-66	-84	-35	-36
1700000062560	1938	-2271	-72	-43	-27	-1
1700000062570	1933	-2236	-30	-67	-67	10
1700000062580	1921	-2271	-24	-54	-23	1
1700000062590	1928	-2223	-7	-34	-61	7
1700000062600	1913	-2298	-22	-37	-54	-47
1700000062610	1932	-2261	-84	-33	-33	-43
1700000062620	1929	-2251	-21	-44	-86	-33
1700000062630	1935	-2228	-48	-5	-27	-7
1700000062640	1918	-2305	-27	-33	-12	12
1700000062650	1889	-2275	-54	-39	-74	0
1700000062660	1892	-2260	-39	-28	-68	-26
1700000062670	1892	-2255	-38	-47	-49	-2
1700000062680	1926	-2257	-68	-69	-43	-38
1700000062690	1863	-2240	-42	-8	-44	-86
1700000062700	1944	-2247	-35	-60	-34	-32
1700000062710	1905	-2252	-86	-64	-30	3
1700000062720	1911	-2259	-67	-79	-47	-39
1700000062730	1925	-2276	-68	-38	-125	20
1700000062740	1856	-2278	-48	-24	-36	-3
1700000062750	1893	-2253	-84	-100	-36	-8
1700000062760	1880	-2269	-60	-78	-16	23
1700000062770	1889	-2238	-6	-61	-57	-3
1700000062780	1873	-2280	-47	-45	-98	-4
1700000062790	1911	-2237	-82	-20	-37	-26
1700000062800	1929	-2272	-75	-54	-46	-22
1700000062810	1871	-2263	-57	-16	-41	-39
1700000062820	1880	-2226	-74	-59	-44	-8
1700000062830	1879	-2267	-63	-52	-91	-8
1700000062840	1925	-2264	-7	-25	-75	-23
1700000062850	1927	-2260	-70	3	-64	-16
1700000062860	1909	-2253	-27	-58	20	10
1700000062870	1922	-2291	-82	-75	-90	1
1700000062880	1899	-2237	-57	-18	-75	25
1700000062890	1915	-2264	-47	-20	0	-24
1700000062900	1954	-2273	-64	-35	-31	-2
1700000062910	1932	-2290	-85	-49	-44	-19
1700000062920	1900	-2247	-53	-106	-36	27
1700000062930	1876	-2310	-30	-79	-89	0
1700000062940	1879	-2216	-60	-54	-42	-41
1700000062950	1880	-2222	-62	-44	-43	37
1700000062960	1936	-2257	-54	-21	-58	31
1700000062970	1922	-2262	-13	-33	-28	-5
1700000062980	1894	-2259	-39	-57	-66	2
1700000062990	1872	-2253	-45	-102	-31	-25
1700000063000	1882	-2273	-66	-55	-32	14
1700000063010	1895	-2243	-63	-7	-53	-22
1700000063020	1882	-2261	-57	-31	-54	-15
1700000063030	1880	-2248	-36	-83	10	-23
1700000063040	1893	-2253	-10	-79	-31	-4
1700000063050	1877	-2278	-64	-60	-85	33
1700000063060	1844	-2291	-61	-45	13	-1
1700000063070	1874	-2279	-76	-31	-39	3
1700000063080	1884	-2282	-30	-29	-43	-12
1700000063090	1918	-2246	-36	-42	-26	-21
1700000063100	1914	-2237	-53	-3	-24	-40
1700000063110	1921	-2263	-67	-46	-60	-57
1700000063120	1918	-2267	-103	-46	-27	3
1700000063130	1901	-2244	-53	-57	-17	-11
1700000063140	1893	-2249	-51	-47	-41	-22
1700000063150	1890	-2261	-61	-49	-13	-26
1700000063160	1909	-2287	-53	-38	-59	-19
1700000063170	1869	-2286	-64	-25	-43	26
1700000063180	1898	-2257	-63	-89	-40	-11
1700000063190	1900	-2245	-58	-66	-92	-1
1700000063200	1930	-2239	-58	-49	-22	-32
1700000063210	1895	-2292	-61	-26	-29	-26
1700000063220	1901	-2268	-99	-72	-11	-13
1700000063230	1906	-2254	-23	-56	-60	-30
1700000063240	1926	-2281	-57	-83	-58	-19
1700000063250	1894	-2237	-78	-71	-41	-13
1700000063260	1887	-2258	-56	-28	-52	4
1700000063270	1898	-2235	-78	-59	-49	-19
1700000063280	1865	-2257	-68	-30	-64	2
1700000063290	1880	-2241	-72	-84	-25	-2
1700000063300	1866	-2239	-48	-36	-70	28
1700000063310	1886	-2216	-78	-71	-66	-12
1700000063320	1840	-2312	-26	-62	-36	-37
1700000063330	1886	-2255	-59	-66	-42	-22
1700000063340	1857	-2246	-42	-28	-71	-14
1700000063350	1899	-2248	-83	-32	-66	-63
1700000063360	1861	-2179	-70	-94	-25	-35
1700000063370	1859	-2244	-101	-82	-34	-41
1700000063380	1928	-2309	-65	-30	-69	-30
1700000063390	1904	-2281	-84	-93	-32	-31
1700000063400	1920	-2272	-99	-93	-28	10
1700000063410	1888	-2225	-86	-76	-73	14
1700000063420	1843	-2239	-75	-59	-45	-75
1700000063430	1845	-2279	-98	-57	-17	4
1700000063440	1921	-2259	-56	-64	-68	7
1700000063450	1883	-2261	-76	-21	-44	-12
1700000063460	1900	-2249	-83	-44	-11	8
1700000063470	1867	-2268	-95	-73	1	-27
1700000063480	1909	-2239	-85	-52	-35	25
1700000063490	1851	-2277	-62	-78	-29	-20
1700000063500	1909	-2259	-89	-25	-30	-23
1700000063510	1879	-2235	-69	-48	-48	-13
1700000063520	1833	-2254	-102	-46	-45	-5
1700000063530	1853	-2238	-41	-50	-17	-34
1700000063540	1912	-2245	-46	-17	-66	-61
1700000063550	1873	-2277	-110	-57	14	-19
1700000063560	1840	-2250	-70	-55	6	-14
1700000063570	1859	-2255	-88	-77	-78	-14
1700000063580	1898	-2225	-79	-57	27	-40
1700000063590	1858	-2215	-115	-82	-33	-50
1700000063600	1883	-2221	-104	-47	-65	-1
1700000063610	1892	-2235	-74	-49	-46	18
1700000063620	1904	-2222	-108	-74	-79	-32
1700000063630	1835	-2261	-99	-78	-46	-11
1700000063640	1846	-2265	-83	-29	-96	-78
1700000063650	1873	-2284	-31	-93	-35	-31
1700000063660	1854	-2264	-84	-73	-49	8
1700000063670	1870	-2254	-72	-53	-45	-1
1700000063680	1831	-2275	-68	-76	-41	-17
1700000063690	1863	-2267	-87	-73	-23	-5
1700000063700	1852	-2233	-76	-50	-50	-33
1700000063710	1855	-2245	-68	-90	-58	-22
1700000063720	1887	-2253	-78	-37	-48	7
1700000063730	1858	-2227	-55	-54	15	-26
1700000063740	1874	-2223	-61	-67	-49	-38
1700000063750	1902	-2249	-106	-108	-31	-31
1700000063760	1870	-2247	-111	-66	-48	-5
1700000063770	1867	-2229	-93	-100	-40	39
1700000063780	1863	-2249	-53	-76	-9	-2
1700000063790	1856	-2240	-100	-41	-35	-38
1700000063800	1874	-2231	-94	-74	-24	-41
1700000063810	1863	-2229	-79	-79	-40	2
1700000063820	1846	-2214	-57	-48	-65	13
1700000063830	1858	-2252	-101	-113	-27	-15
1700000063840	1871	-2231	-106	-8	40	-2
1700000063850	1844	-2216	-118	-61	-56	-34
1700000063860	1893	-2243	-72	-82	-49	-5
1700000063870	1914	-2244	-82	-89	-65	-3
1700000063880	1851	-2226	-105	-36	-17	-32
1700000063890	1820	-2231	-93	-100	-38	-61
1700000063900	1860	-2257	-73	-41	-62	-20
1700000063910	1884	-2225	-96	-80	-12	-21
1700000063920	1840	-2261	-58	-30	-33	10
1700000063930	1855	-2237	-73	-105	-15	-3
1700000063940	1879	-2219	-127	-72	-52	-47
1700000063950	1900	-2254	-102	-59	-80	-32
1700000063960	1869	-2232	-110	-75	-14	-25
1700000063970	1937	-2253	-106	-91	-29	-27
1700000063980	1906	-2225	-150	-95	-63	-17
1700000063990	1922	-2242	-116	-51	-8	-46
1700000064000	1883	-2228	-111	-101	-18	-6
1700000064010	1871	-2249	-128	-58	-57	-14
1700000064020	1929	-2199	-122	-37	-42	-21
1700000064030	1841	-2197	-111	-44	-49	-26
1700000064040	1873	-2239	-46	-68	-57	12
1700000064050	1871	-2237	-68	-67	-27	18
1700000064060	1895	-2240	-118	-94	-38	-15
1700000064070	1857	-2237	-74	-96	-4	23
1700000064080	1907	-2206	-126	-74	-23	-16
1700000064090	1877	-2228	-94	-49	-25	-16
1700000064100	1853	-2206	-102	-65	-21	-56
1700000064110	1861	-2233	-89	-39	-6	-11
1700000064120	1891	-2255	-100	-54	-32	-21
1700000064130	1860	-2238	-128	-63	-38	-22
1700000064140	1905	-2214	-85	-87	-74	-31
1700000064150	1864	-2191	-117	-79	-15	15
1700000064160	1861	-2221	-103	-77	-43	-7
1700000064170	1861	-2198	-138	-38	-47	25
1700000064180	1880	-2242	-104	-75	-25	-30
1700000064190	1901	-2212	-101	-86	-8	-34
1700000064200	1848	-2201	-85	-49	-59	-14
1700000064210	1877	-2241	-87	-99	-39	-64
1700000064220	1861	-2224	-142	-78	-27	-21
1700000064230	1871	-2254	-146	-69	-16	-50
1700000064240	1874	-2227	-63	-103	-10	-8
1700000064250	1893	-2158	-111	-89	-40	-11
1700000064260	1860	-2227	-138	-92	15	14
1700000064270	1868	-2217	-123	-69	-49	-47
1700000064280	1863	-2245	-105	-88	-30	19
1700000064290	1886	-2215	-127	-89	-2	-9
1700000064300	1864	-2253	-139	-47	3	-23
1700000064310	1874	-2195	-76	-62	-38	15
1700000064320	1866	-2228	-144	-58	-53	-44
1700000064330	1873	-2216	-85	-52	-16	-14
1700000064340	1876	-2215	-90	-66	-74	-19
1700000064350	1872	-2202	-118	-75	-7	-51
1700000064360	1878	-2230	-119	-83	-38	-25
1700000064370	1884	-2172	-115	-100	-19	-49
1700000064380	1866	-2201	-120	-59	-33	-2
1700000064390	1891	-2223	-104	-135	-49	-11
1700000064400	1888	-2220	-116	-80	-39	-16
